INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
155	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
156	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
157	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
158	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
159	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
160	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
161	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
162	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
163	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
164	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
165	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
166	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
167	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
168	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
169	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
170	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	boss_кд╬Ьв╞гыто100121_╧╔╩В_01	0	-1
