50030	阿修罗王·重楼	0	95	150208	0	10	0	-1	9	40	3	0.1	-1	1	19846	19119	19423	19119	41636800	10000	0	0	56543	2819	132	28	3500	1300	0	0	60	0	0	60	0	500	60	0	0	60	0	-1	-1	3043	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	6	4	0	0	0			
50031	年兽(幼年)	0	40	19745	0	10	1	36	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	3825	0	0	1474	234	12	12	3500	0	0	0	60	0	200	60	0	0	60	0	0	60	0	-1	-1	6230	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_10	1200	2400	49	23777	4114	1932	4114	1932	224424	1	28	10	0	0	2	3	0	0	0			
50032	年兽(成熟)	0	60	35084	0	10	1	36	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	5715	0	0	2933	349	17	17	3500	0	0	0	60	0	200	60	0	0	60	0	0	60	0	-1	-1	6232	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_10	1200	2400	69	40031	5777	2713	5777	2713	385176	1	28	10	0	0	2	3	0	0	0			
50033	年兽(变异)	0	80	54455	0	10	1	36	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	7605	0	0	4876	464	22	22	3500	0	0	0	60	0	200	60	0	0	60	0	0	60	0	-1	-1	6231	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_10	1200	2400	89	60275	7440	3494	7440	3494	586248	1	28	10	0	0	2	3	0	0	0			
50034	年兽(首领)	0	100	70002	0	10	1	36	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	9495	0	0	6085	579	27	27	3500	0	0	0	60	0	200	60	0	0	60	0	0	60	0	-1	-1	6233	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_10	1200	2400	109	76071	9104	4276	9104	4276	827640	1	28	10	0	0	2	3	0	0	0			
50035	摄魂心魔	1	80	9708	0	10	0	-1	9	40	3	0.1	-1	1	9656	16147	5656	16147	2403840	100000	0	0	7144	972	40	30	3500	1500	0	0	60	0	0	60	0	0	60	0	1500	80	0	-1	-1	3261	1	1	-1	100	100	set:FightNPCHeader14 image:FightNPCHeader14_15	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	2	5	0	0	0			
50036	北海妖龙	1	85	19582	0	10	0	-1	9	40	3	0.1	-1	1	10656	18147	6656	18147	4403840	100000	0	0	7567	1029	50	40	3500	1500	0	0	60	0	0	60	0	2000	90	0	0	60	0	-1	-1	3056	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_9	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	7	5	0	0	0			
50037	地狱夜叉	1	90	27962	0	10	0	-1	9	40	3	0.1	-1	1	12656	20147	7656	20147	6403840	100000	0	0	7990	1087	60	50	3500	1500	0	2500	100	0	0	60	0	0	60	0	0	60	0	-1	-1	3062	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_11	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	7	6	0	0	0			
50038	搬山道人	0	95	49047	0	10	0	-1	9	40	3	0.1	-1	1	14656	22147	8656	22147	8403840	100000	0	0	8414	1144	70	60	3500	1500	0	0	60	0	3000	110	0	0	60	0	0	60	0	-1	-1	2397	1	1	-1	100	100	set:FightNPCHeader10 image:FightNPCHeader10_24	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	2	6	0	0	0			
50039	亡灵守卫	1	100	64808	0	10	0	-1	9	40	3	0.1	-1	1	16656	24147	9656	24147	10403840	100000	0	0	10100	1202	80	70	3500	1500	0	0	60	0	0	60	0	0	60	0	3500	120	0	-1	-1	3132	1	1	-1	100	100	set:CommonNPCHeader21 image:CommonNPCHeader21_16	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	7	7	0	0	0			
50040	阿修罗王	1	105	83561	0	10	0	-1	9	40	3	0.1	-1	1	18656	26147	10656	26147	12403840	100000	0	0	10584	1260	90	80	3500	1500	0	0	60	0	4000	130	0	0	60	0	0	60	0	-1	-1	3043	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_4	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	6	7	0	0	0			
50041	赤焱妖神	1	110	123090	0	10	0	-1	9	40	3	0.1	-1	1	20656	28147	11656	28147	14403840	100000	0	0	11067	1317	100	90	3500	1500	0	0	60	0	4500	140	0	0	60	0	0	60	0	-1	-1	2994	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_22	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	2	8	0	0	0			
50042	雪域魔尊	1	115	160208	0	10	0	-1	9	40	3	0.1	-1	1	22656	30147	12656	30147	15403840	100000	0	0	12995	1375	110	100	3500	1500	0	5000	150	0	0	60	0	0	60	0	0	60	0	-1	-1	3567	1	1	-1	100	100	set:CommonNPCHeader25 image:CommonNPCHeader25_9	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	2	8	0	0	0			
50043	洪棘妖王	0	120	204915	0	10	0	-1	9	40	3	0.1	-1	1	25656	33147	13656	33147	18403840	100000	0	0	13539	1432	120	110	3500	1500	0	6000	160	0	0	60	0	0	60	0	6000	160	0	-1	-1	693	1	1	-1	100	100	set:FightNPCHeader8 image:FightNPCHeader8_7	1200	2400	210	199760	22228	10440	22228	10440	2586624	1	29	10	0	0	7	9	0	0	0			
